ID	Symbol	Type
Gm37393	ENSMUSG00000103129	Gm37393	Gene Expression
Gm8354	ENSMUSG00000101721	Gm8354	Gene Expression
4933411E06Rik	ENSMUSG00000099608	4933411E06Rik	Gene Expression
Gm28321	ENSMUSG00000100816	Gm28321	Gene Expression
Tmeff2	ENSMUSG00000026109	Tmeff2	Gene Expression
Gm28322	ENSMUSG00000100671	Gm28322	Gene Expression
Gm28320	ENSMUSG00000099924	Gm28320	Gene Expression
Gm29325	ENSMUSG00000099625	Gm29325	Gene Expression
9330175M20Rik	ENSMUSG00000101799	9330175M20Rik	Gene Expression
Cavin2	ENSMUSG00000045954	Cavin2	Gene Expression
1700072G22Rik	ENSMUSG00000101702	1700072G22Rik	Gene Expression
Nabp1	ENSMUSG00000026107	Nabp1	Gene Expression
Gm17767	ENSMUSG00000099413	Gm17767	Gene Expression
Gm37535	ENSMUSG00000103424	Gm37535	Gene Expression
Myo1b	ENSMUSG00000018417	Myo1b	Gene Expression
Gm29453	ENSMUSG00000101724	Gm29453	Gene Expression
Gm28323	ENSMUSG00000100313	Gm28323	Gene Expression
Gm8419	ENSMUSG00000100696	Gm8419	Gene Expression
Gm8420	ENSMUSG00000072324	Gm8420	Gene Expression
Stat4	ENSMUSG00000062939	Stat4	Gene Expression
Gm28177	ENSMUSG00000101628	Gm28177	Gene Expression
Gm3940	ENSMUSG00000078291	Gm3940	Gene Expression
Gm31812	ENSMUSG00000109599	Gm31812	Gene Expression
Stat1	ENSMUSG00000026104	Stat1	Gene Expression
Gm18301	ENSMUSG00000099569	Gm18301	Gene Expression
Gls	ENSMUSG00000026103	Gls	Gene Expression
Nab1	ENSMUSG00000002881	Nab1	Gene Expression
Gm5976	ENSMUSG00000097833	Gm5976	Gene Expression
Rps27a-ps1	ENSMUSG00000101501	Rps27a-ps1	Gene Expression
Gm553	ENSMUSG00000100120	Gm553	Gene Expression
Gm5527	ENSMUSG00000100007	Gm5527	Gene Expression
Nemp2	ENSMUSG00000043015	Nemp2	Gene Expression
Gm37242	ENSMUSG00000103630	Gm37242	Gene Expression
Mfsd6	ENSMUSG00000041439	Mfsd6	Gene Expression
Gm29670	ENSMUSG00000100302	Gm29670	Gene Expression
Inpp1	ENSMUSG00000026102	Inpp1	Gene Expression
Hibch	ENSMUSG00000041426	Hibch	Gene Expression
1700019D03Rik	ENSMUSG00000043629	1700019D03Rik	Gene Expression
Mstn	ENSMUSG00000026100	Mstn	Gene Expression
1700019A02Rik	ENSMUSG00000060715	1700019A02Rik	Gene Expression
Pms1	ENSMUSG00000026098	Pms1	Gene Expression
Gm28777	ENSMUSG00000100763	Gm28777	Gene Expression
Ormdl1	ENSMUSG00000026097	Ormdl1	Gene Expression
Osgepl1	ENSMUSG00000026096	Osgepl1	Gene Expression
Gm28551	ENSMUSG00000099913	Gm28551	Gene Expression
Gm18800	ENSMUSG00000101838	Gm18800	Gene Expression
Asnsd1	ENSMUSG00000026095	Asnsd1	Gene Expression
Dnah7a	ENSMUSG00000096141	Dnah7a	Gene Expression
Stk17b	ENSMUSG00000026094	Stk17b	Gene Expression
Gm37863	ENSMUSG00000102405	Gm37863	Gene Expression
Hecw2	ENSMUSG00000042807	Hecw2	Gene Expression
Gm37633	ENSMUSG00000102868	Gm37633	Gene Expression
Ccdc150	ENSMUSG00000025983	Ccdc150	Gene Expression
Gtf3c3	ENSMUSG00000041303	Gtf3c3	Gene Expression
Gm34066	ENSMUSG00000109809	Gm34066	Gene Expression
Pgap1	ENSMUSG00000073678	Pgap1	Gene Expression
Gm36955	ENSMUSG00000104136	Gm36955	Gene Expression
Ankrd44	ENSMUSG00000052331	Ankrd44	Gene Expression
4930444A19Rik	ENSMUSG00000101674	4930444A19Rik	Gene Expression
Gm37370	ENSMUSG00000102503	Gm37370	Gene Expression
A130048G24Rik	ENSMUSG00000102642	A130048G24Rik	Gene Expression
Sf3b1	ENSMUSG00000025982	Sf3b1	Gene Expression
E330011M16Rik	ENSMUSG00000103030	E330011M16Rik	Gene Expression
Coq10b	ENSMUSG00000025981	Coq10b	Gene Expression
Gm17971	ENSMUSG00000101122	Gm17971	Gene Expression
Hspd1	ENSMUSG00000025980	Hspd1	Gene Expression
Hspe1	ENSMUSG00000073676	Hspe1	Gene Expression
Gm5147	ENSMUSG00000100736	Gm5147	Gene Expression
Mob4	ENSMUSG00000025979	Mob4	Gene Expression
Gm6822	ENSMUSG00000061863	Gm6822	Gene Expression
Rftn2	ENSMUSG00000025978	Rftn2	Gene Expression
Gm10561	ENSMUSG00000097649	Gm10561	Gene Expression
Mars2	ENSMUSG00000046994	Mars2	Gene Expression
Boll	ENSMUSG00000025977	Boll	Gene Expression
Gm8292	ENSMUSG00000100215	Gm8292	Gene Expression
Gm29138	ENSMUSG00000101945	Gm29138	Gene Expression
Plcl1	ENSMUSG00000038349	Plcl1	Gene Expression
Gm38056	ENSMUSG00000102145	Gm38056	Gene Expression
Gm6644	ENSMUSG00000100309	Gm6644	Gene Expression
9130227L01Rik	ENSMUSG00000099950	9130227L01Rik	Gene Expression
Gm36986	ENSMUSG00000102491	Gm36986	Gene Expression
1700003I22Rik	ENSMUSG00000100372	1700003I22Rik	Gene Expression
Gm28240	ENSMUSG00000101332	Gm28240	Gene Expression
Hsfy2	ENSMUSG00000045336	Hsfy2	Gene Expression
Satb2	ENSMUSG00000038331	Satb2	Gene Expression
9130024F11Rik	ENSMUSG00000087022	9130024F11Rik	Gene Expression
1700126A01Rik	ENSMUSG00000099945	1700126A01Rik	Gene Expression
BC055402	ENSMUSG00000101429	BC055402	Gene Expression
4930558J18Rik	ENSMUSG00000097519	4930558J18Rik	Gene Expression
1700066M21Rik	ENSMUSG00000038323	1700066M21Rik	Gene Expression
Tyw5	ENSMUSG00000048495	Tyw5	Gene Expression
Maip1	ENSMUSG00000025971	Maip1	Gene Expression
Gm37373	ENSMUSG00000102685	Gm37373	Gene Expression
Spats2l	ENSMUSG00000038305	Spats2l	Gene Expression
Kctd18	ENSMUSG00000054770	Kctd18	Gene Expression
Sgo2a	ENSMUSG00000026039	Sgo2a	Gene Expression
Aox1	ENSMUSG00000063558	Aox1	Gene Expression
Aox3	ENSMUSG00000064294	Aox3	Gene Expression
Aox4	ENSMUSG00000038242	Aox4	Gene Expression
Gm15759	ENSMUSG00000089822	Gm15759	Gene Expression
Aox2	ENSMUSG00000079554	Aox2	Gene Expression
Gm37607	ENSMUSG00000103839	Gm37607	Gene Expression
Bzw1	ENSMUSG00000051223	Bzw1	Gene Expression
Clk1	ENSMUSG00000026034	Clk1	Gene Expression
Ppil3	ENSMUSG00000026035	Ppil3	Gene Expression
Nif3l1	ENSMUSG00000026036	Nif3l1	Gene Expression
Orc2	ENSMUSG00000026037	Orc2	Gene Expression
Gm15834	ENSMUSG00000085054	Gm15834	Gene Expression
Fam126b	ENSMUSG00000038174	Fam126b	Gene Expression
Ndufb3	ENSMUSG00000026032	Ndufb3	Gene Expression
Cbx3-ps7	ENSMUSG00000059647	Cbx3-ps7	Gene Expression
Als2cr12	ENSMUSG00000047528	Als2cr12	Gene Expression
Gm20257	ENSMUSG00000102059	Gm20257	Gene Expression
Cflar	ENSMUSG00000026031	Cflar	Gene Expression
Casp8	ENSMUSG00000026029	Casp8	Gene Expression
Gm37760	ENSMUSG00000102719	Gm37760	Gene Expression
Gm28802	ENSMUSG00000099719	Gm28802	Gene Expression
Trak2	ENSMUSG00000026028	Trak2	Gene Expression
Stradb	ENSMUSG00000026027	Stradb	Gene Expression
C2cd6b	ENSMUSG00000047383	C2cd6b	Gene Expression
Gm29018	ENSMUSG00000099752	Gm29018	Gene Expression
C2cd6	ENSMUSG00000072295	C2cd6	Gene Expression
Tmem237	ENSMUSG00000038079	Tmem237	Gene Expression
G730003C15Rik	ENSMUSG00000097573	G730003C15Rik	Gene Expression
Mpp4	ENSMUSG00000079550	Mpp4	Gene Expression
Gm29017	ENSMUSG00000101586	Gm29017	Gene Expression
Als2	ENSMUSG00000026024	Als2	Gene Expression
Cdk15	ENSMUSG00000026023	Cdk15	Gene Expression
Gm37737	ENSMUSG00000104502	Gm37737	Gene Expression
Fzd7	ENSMUSG00000041075	Fzd7	Gene Expression
Gm973	ENSMUSG00000047361	Gm973	Gene Expression
Gm28411	ENSMUSG00000099811	Gm28411	Gene Expression
1700122D07Rik	ENSMUSG00000101409	1700122D07Rik	Gene Expression
Sumo1	ENSMUSG00000026021	Sumo1	Gene Expression
D430013B06Rik	ENSMUSG00000103821	D430013B06Rik	Gene Expression
Nop58	ENSMUSG00000026020	Nop58	Gene Expression
Snord11	ENSMUSG00000089093	Snord11	Gene Expression
Bmpr2	ENSMUSG00000067336	Bmpr2	Gene Expression
Gm38125	ENSMUSG00000104052	Gm38125	Gene Expression
Gm37977	ENSMUSG00000103131	Gm37977	Gene Expression
Fam117b	ENSMUSG00000041040	Fam117b	Gene Expression
Gm37531	ENSMUSG00000103696	Gm37531	Gene Expression
Gm18829	ENSMUSG00000100901	Gm18829	Gene Expression
Ica1l	ENSMUSG00000026018	Ica1l	Gene Expression
Wdr12	ENSMUSG00000026019	Wdr12	Gene Expression
Carf	ENSMUSG00000026017	Carf	Gene Expression
Gm15464	ENSMUSG00000082609	Gm15464	Gene Expression
Nbeal1	ENSMUSG00000073664	Nbeal1	Gene Expression
Cyp20a1	ENSMUSG00000049439	Cyp20a1	Gene Expression
6030460B20Rik	ENSMUSG00000103822	6030460B20Rik	Gene Expression
Abi2	ENSMUSG00000026782	Abi2	Gene Expression
Raph1	ENSMUSG00000026014	Raph1	Gene Expression
Gm11575	ENSMUSG00000081562	Gm11575	Gene Expression
Gm11578	ENSMUSG00000082160	Gm11578	Gene Expression
Gm38388	ENSMUSG00000103215	Gm38388	Gene Expression
Eif4a-ps4	ENSMUSG00000101188	Eif4a-ps4	Gene Expression
Cd28	ENSMUSG00000026012	Cd28	Gene Expression
Gm11579	ENSMUSG00000086795	Gm11579	Gene Expression
Gm37198	ENSMUSG00000104069	Gm37198	Gene Expression
Gm11609	ENSMUSG00000083118	Gm11609	Gene Expression
Gm38137	ENSMUSG00000102549	Gm38137	Gene Expression
Rpl18-ps1	ENSMUSG00000081382	Rpl18-ps1	Gene Expression
Gm11582	ENSMUSG00000080800	Gm11582	Gene Expression
Icos	ENSMUSG00000026009	Icos	Gene Expression
Rpl17-ps1	ENSMUSG00000082804	Rpl17-ps1	Gene Expression
Gm11591	ENSMUSG00000080785	Gm11591	Gene Expression
Gm11587	ENSMUSG00000085248	Gm11587	Gene Expression
4930587A21Rik	ENSMUSG00000086009	4930587A21Rik	Gene Expression
Pard3b	ENSMUSG00000052062	Pard3b	Gene Expression
Gm37205	ENSMUSG00000103656	Gm37205	Gene Expression
Gm38012	ENSMUSG00000104402	Gm38012	Gene Expression
Pard3bos1	ENSMUSG00000085842	Pard3bos1	Gene Expression
Gm38075	ENSMUSG00000103002	Gm38075	Gene Expression
Pard3bos2	ENSMUSG00000085019	Pard3bos2	Gene Expression
Gm38351	ENSMUSG00000102359	Gm38351	Gene Expression
Pard3bos3	ENSMUSG00000085400	Pard3bos3	Gene Expression
Gm11599	ENSMUSG00000084333	Gm11599	Gene Expression
Nrp2	ENSMUSG00000025969	Nrp2	Gene Expression
Gm37121	ENSMUSG00000103032	Gm37121	Gene Expression
Ino80d	ENSMUSG00000040865	Ino80d	Gene Expression
Rps13-ps7	ENSMUSG00000081617	Rps13-ps7	Gene Expression
Rps27-ps1	ENSMUSG00000081429	Rps27-ps1	Gene Expression
Ino80dos	ENSMUSG00000084799	Ino80dos	Gene Expression
Gm20342	ENSMUSG00000101599	Gm20342	Gene Expression
Ndufs1	ENSMUSG00000025968	Ndufs1	Gene Expression
Eef1b2	ENSMUSG00000025967	Eef1b2	Gene Expression
Snora41	ENSMUSG00000064602	Snora41	Gene Expression
Gpr1	ENSMUSG00000046856	Gpr1	Gene Expression
Platr12	ENSMUSG00000086730	Platr12	Gene Expression
1700039I01Rik	ENSMUSG00000102536	1700039I01Rik	Gene Expression
Gm11608	ENSMUSG00000087561	Gm11608	Gene Expression
Gm24513	ENSMUSG00000092705	Gm24513	Gene Expression
Zdbf2	ENSMUSG00000027520	Zdbf2	Gene Expression
Gm11605	ENSMUSG00000081643	Gm11605	Gene Expression
Adam23	ENSMUSG00000025964	Adam23	Gene Expression
Dytn	ENSMUSG00000069085	Dytn	Gene Expression
Mdh1b	ENSMUSG00000025963	Mdh1b	Gene Expression
Fastkd2	ENSMUSG00000025962	Fastkd2	Gene Expression
4933402D24Rik	ENSMUSG00000025961	4933402D24Rik	Gene Expression
Gm13751	ENSMUSG00000080817	Gm13751	Gene Expression
Klf7	ENSMUSG00000025959	Klf7	Gene Expression
Gm26649	ENSMUSG00000097272	Gm26649	Gene Expression
Creb1	ENSMUSG00000025958	Creb1	Gene Expression
Mettl21a	ENSMUSG00000025956	Mettl21a	Gene Expression
Gm29152	ENSMUSG00000100437	Gm29152	Gene Expression
2810408I11Rik	ENSMUSG00000087213	2810408I11Rik	Gene Expression
Ccnyl1	ENSMUSG00000070871	Ccnyl1	Gene Expression
Fzd5	ENSMUSG00000045005	Fzd5	Gene Expression
Gm38058	ENSMUSG00000102140	Gm38058	Gene Expression
Plekhm3	ENSMUSG00000051344	Plekhm3	Gene Expression
Rpl10a-ps1	ENSMUSG00000084416	Rpl10a-ps1	Gene Expression
Akr1cl	ENSMUSG00000025955	Akr1cl	Gene Expression
Cryge	ENSMUSG00000070870	Cryge	Gene Expression
Crygc	ENSMUSG00000025952	Crygc	Gene Expression
Crygb	ENSMUSG00000073658	Crygb	Gene Expression
Gm7329	ENSMUSG00000100774	Gm7329	Gene Expression
Cryga	ENSMUSG00000044429	Cryga	Gene Expression
D630023F18Rik	ENSMUSG00000044816	D630023F18Rik	Gene Expression
Idh1	ENSMUSG00000025950	Idh1	Gene Expression
Pikfyve	ENSMUSG00000025949	Pikfyve	Gene Expression
Pth2r	ENSMUSG00000025946	Pth2r	Gene Expression
Gm8805	ENSMUSG00000082774	Gm8805	Gene Expression
Gm8809	ENSMUSG00000081623	Gm8809	Gene Expression
Gm15659	ENSMUSG00000083242	Gm15659	Gene Expression
Gm8812	ENSMUSG00000083289	Gm8812	Gene Expression
Map2	ENSMUSG00000015222	Map2	Gene Expression
Gm10558	ENSMUSG00000073656	Gm10558	Gene Expression
Unc80	ENSMUSG00000055567	Unc80	Gene Expression
Gm37181	ENSMUSG00000103375	Gm37181	Gene Expression
Rpe	ENSMUSG00000026005	Rpe	Gene Expression
Kansl1l	ENSMUSG00000026004	Kansl1l	Gene Expression
Gm37570	ENSMUSG00000102559	Gm37570	Gene Expression
Gm38387	ENSMUSG00000102374	Gm38387	Gene Expression
Gm38162	ENSMUSG00000102776	Gm38162	Gene Expression
Gm15789	ENSMUSG00000082057	Gm15789	Gene Expression
6820402A03Rik	ENSMUSG00000103706	6820402A03Rik	Gene Expression
Gm37285	ENSMUSG00000103756	Gm37285	Gene Expression
Gm37755	ENSMUSG00000103382	Gm37755	Gene Expression
Gm38218	ENSMUSG00000103553	Gm38218	Gene Expression
Acadl	ENSMUSG00000026003	Acadl	Gene Expression
Gm15793	ENSMUSG00000082769	Gm15793	Gene Expression
Myl1	ENSMUSG00000061816	Myl1	Gene Expression
Rpl31-ps14	ENSMUSG00000094191	Rpl31-ps14	Gene Expression
Lancl1	ENSMUSG00000026000	Lancl1	Gene Expression
Cps1	ENSMUSG00000025991	Cps1	Gene Expression
Gm15668	ENSMUSG00000086204	Gm15668	Gene Expression
Gm15669	ENSMUSG00000085075	Gm15669	Gene Expression
Gm37957	ENSMUSG00000104395	Gm37957	Gene Expression
Erbb4	ENSMUSG00000062209	Erbb4	Gene Expression
Gm19335	ENSMUSG00000103307	Gm19335	Gene Expression
Gm37735	ENSMUSG00000104508	Gm37735	Gene Expression
Gm37061	ENSMUSG00000103809	Gm37061	Gene Expression
Gm28497	ENSMUSG00000099804	Gm28497	Gene Expression
Ikzf2	ENSMUSG00000025997	Ikzf2	Gene Expression
Gm28112	ENSMUSG00000099954	Gm28112	Gene Expression
Spag16	ENSMUSG00000053153	Spag16	Gene Expression
Gm38272	ENSMUSG00000103052	Gm38272	Gene Expression
Gm37456	ENSMUSG00000104287	Gm37456	Gene Expression
Vwc2l	ENSMUSG00000045648	Vwc2l	Gene Expression
Bard1	ENSMUSG00000026196	Bard1	Gene Expression
Gm8870	ENSMUSG00000101551	Gm8870	Gene Expression
Abca12	ENSMUSG00000050296	Abca12	Gene Expression
Atic	ENSMUSG00000026192	Atic	Gene Expression
Fn1	ENSMUSG00000026193	Fn1	Gene Expression
Apol7d	ENSMUSG00000073652	Apol7d	Gene Expression
Gm5829	ENSMUSG00000101834	Gm5829	Gene Expression
Gm37217	ENSMUSG00000102689	Gm37217	Gene Expression
Gm8883	ENSMUSG00000099707	Gm8883	Gene Expression
Gm28818	ENSMUSG00000101211	Gm28818	Gene Expression
4933417E11Rik	ENSMUSG00000101848	4933417E11Rik	Gene Expression
4930556G22Rik	ENSMUSG00000101764	4930556G22Rik	Gene Expression
Gm5528	ENSMUSG00000059483	Gm5528	Gene Expression
Gm8885	ENSMUSG00000101496	Gm8885	Gene Expression
Gm4319	ENSMUSG00000102123	Gm4319	Gene Expression
Mreg	ENSMUSG00000039395	Mreg	Gene Expression
Gm25360	ENSMUSG00000094655	Gm25360	Gene Expression
D230017M19Rik	ENSMUSG00000097131	D230017M19Rik	Gene Expression
Gm25939	ENSMUSG00000093843	Gm25939	Gene Expression
Pecr	ENSMUSG00000026189	Pecr	Gene Expression
Tmem169	ENSMUSG00000026188	Tmem169	Gene Expression
Xrcc5	ENSMUSG00000026187	Xrcc5	Gene Expression
March4	ENSMUSG00000039372	March4	Gene Expression
Gm15843	ENSMUSG00000085812	Gm15843	Gene Expression
Smarcal1	ENSMUSG00000039354	Smarcal1	Gene Expression
Gm39662	ENSMUSG00000110712	Gm39662	Gene Expression
Ankar	ENSMUSG00000039342	Ankar	Gene Expression
Gm18035	ENSMUSG00000110487	Gm18035	Gene Expression
Gm45859	ENSMUSG00000110596	Gm45859	Gene Expression
Rpl37a	ENSMUSG00000046330	Rpl37a	Gene Expression
Igfbp2	ENSMUSG00000039323	Igfbp2	Gene Expression
Igfbp5	ENSMUSG00000026185	Igfbp5	Gene Expression
1700027A15Rik	ENSMUSG00000101968	1700027A15Rik	Gene Expression
Tnp1	ENSMUSG00000026182	Tnp1	Gene Expression
Gm29185	ENSMUSG00000101112	Gm29185	Gene Expression
Pinc	ENSMUSG00000099877	Pinc	Gene Expression
C530043A13Rik	ENSMUSG00000100444	C530043A13Rik	Gene Expression
6030407O03Rik	ENSMUSG00000100301	6030407O03Rik	Gene Expression
Tns1	ENSMUSG00000055322	Tns1	Gene Expression
Rufy4	ENSMUSG00000061815	Rufy4	Gene Expression
Cxcr2	ENSMUSG00000026180	Cxcr2	Gene Expression
Arpc2	ENSMUSG00000006304	Arpc2	Gene Expression
Gpbar1	ENSMUSG00000064272	Gpbar1	Gene Expression
Aamp	ENSMUSG00000006299	Aamp	Gene Expression
Gm28364	ENSMUSG00000101503	Gm28364	Gene Expression
Pnkd	ENSMUSG00000026179	Pnkd	Gene Expression
Tmbim1	ENSMUSG00000006301	Tmbim1	Gene Expression
Gm29358	ENSMUSG00000099931	Gm29358	Gene Expression
Gm37931	ENSMUSG00000103403	Gm37931	Gene Expression
Catip	ENSMUSG00000073650	Catip	Gene Expression
Slc11a1	ENSMUSG00000026177	Slc11a1	Gene Expression
Ctdsp1	ENSMUSG00000026176	Ctdsp1	Gene Expression
Vil1	ENSMUSG00000026175	Vil1	Gene Expression
Usp37	ENSMUSG00000033364	Usp37	Gene Expression
Gm37733	ENSMUSG00000103227	Gm37733	Gene Expression
Cnot9	ENSMUSG00000026174	Cnot9	Gene Expression
Plcd4	ENSMUSG00000026173	Plcd4	Gene Expression
Zfp142	ENSMUSG00000026135	Zfp142	Gene Expression
Bcs1l	ENSMUSG00000026172	Bcs1l	Gene Expression
Rnf25	ENSMUSG00000026171	Rnf25	Gene Expression
Stk36	ENSMUSG00000033276	Stk36	Gene Expression
Ttll4	ENSMUSG00000033257	Ttll4	Gene Expression
Cyp27a1	ENSMUSG00000026170	Cyp27a1	Gene Expression
Prkag3	ENSMUSG00000006542	Prkag3	Gene Expression
Wnt6	ENSMUSG00000033227	Wnt6	Gene Expression
Gm29539	ENSMUSG00000099472	Gm29539	Gene Expression
Wnt10a	ENSMUSG00000026167	Wnt10a	Gene Expression
Gm16582	ENSMUSG00000089964	Gm16582	Gene Expression
Fev	ENSMUSG00000055197	Fev	Gene Expression
Cryba2	ENSMUSG00000006546	Cryba2	Gene Expression
Cfap65	ENSMUSG00000047021	Cfap65	Gene Expression
Gm15841	ENSMUSG00000089653	Gm15841	Gene Expression
Ihh	ENSMUSG00000006538	Ihh	Gene Expression
Gm37744	ENSMUSG00000103145	Gm37744	Gene Expression
Nhej1	ENSMUSG00000026162	Nhej1	Gene Expression
Slc23a3	ENSMUSG00000026205	Slc23a3	Gene Expression
Cnppd1	ENSMUSG00000033159	Cnppd1	Gene Expression
Retreg2	ENSMUSG00000049339	Retreg2	Gene Expression
Zfand2b	ENSMUSG00000026197	Zfand2b	Gene Expression
Abcb6	ENSMUSG00000026198	Abcb6	Gene Expression
Gm29253	ENSMUSG00000099519	Gm29253	Gene Expression
Atg9a	ENSMUSG00000033124	Atg9a	Gene Expression
Ankzf1	ENSMUSG00000026199	Ankzf1	Gene Expression
Glb1l	ENSMUSG00000026200	Glb1l	Gene Expression
Stk16	ENSMUSG00000026201	Stk16	Gene Expression
Tuba4a	ENSMUSG00000026202	Tuba4a	Gene Expression
A630095N17Rik	ENSMUSG00000096094	A630095N17Rik	Gene Expression
Dnajb2	ENSMUSG00000026203	Dnajb2	Gene Expression
Ptprn	ENSMUSG00000026204	Ptprn	Gene Expression
Gm28294	ENSMUSG00000101840	Gm28294	Gene Expression
Resp18	ENSMUSG00000033061	Resp18	Gene Expression
Dnpep	ENSMUSG00000026209	Dnpep	Gene Expression
Des	ENSMUSG00000026208	Des	Gene Expression
Gm15179	ENSMUSG00000085653	Gm15179	Gene Expression
Speg	ENSMUSG00000026207	Speg	Gene Expression
Gmppa	ENSMUSG00000033021	Gmppa	Gene Expression
Asic4	ENSMUSG00000033007	Asic4	Gene Expression
Chpf	ENSMUSG00000032997	Chpf	Gene Expression
Obsl1	ENSMUSG00000026211	Obsl1	Gene Expression
Tmem198	ENSMUSG00000051703	Tmem198	Gene Expression
Inha	ENSMUSG00000032968	Inha	Gene Expression
Stk11ip	ENSMUSG00000026213	Stk11ip	Gene Expression
Slc4a3	ENSMUSG00000006576	Slc4a3	Gene Expression
Epha4	ENSMUSG00000026235	Epha4	Gene Expression
Gm28386	ENSMUSG00000101849	Gm28386	Gene Expression
Gm28387	ENSMUSG00000102052	Gm28387	Gene Expression
Pax3	ENSMUSG00000004872	Pax3	Gene Expression
Sgpp2	ENSMUSG00000032908	Sgpp2	Gene Expression
Gm28410	ENSMUSG00000099561	Gm28410	Gene Expression
Gm37884	ENSMUSG00000102945	Gm37884	Gene Expression
Farsb	ENSMUSG00000026245	Farsb	Gene Expression
4833412K13Rik	ENSMUSG00000104018	4833412K13Rik	Gene Expression
BC035947	ENSMUSG00000090486	BC035947	Gene Expression
Mogat1	ENSMUSG00000012187	Mogat1	Gene Expression
5730419F03Rik	ENSMUSG00000099364	5730419F03Rik	Gene Expression
Gm29611	ENSMUSG00000100562	Gm29611	Gene Expression
Acsl3	ENSMUSG00000032883	Acsl3	Gene Expression
Utp14b	ENSMUSG00000079470	Utp14b	Gene Expression
Gm6159	ENSMUSG00000099377	Gm6159	Gene Expression
Kcne4	ENSMUSG00000047330	Kcne4	Gene Expression
Scg2	ENSMUSG00000050711	Scg2	Gene Expression
Ap1s3	ENSMUSG00000054702	Ap1s3	Gene Expression
Wdfy1	ENSMUSG00000073643	Wdfy1	Gene Expression
Gm10555	ENSMUSG00000104497	Gm10555	Gene Expression
Mrpl44	ENSMUSG00000026248	Mrpl44	Gene Expression
Serpine2	ENSMUSG00000026249	Serpine2	Gene Expression
Gm28071	ENSMUSG00000100397	Gm28071	Gene Expression
9830004L10Rik	ENSMUSG00000099552	9830004L10Rik	Gene Expression
Fam124b	ENSMUSG00000043230	Fam124b	Gene Expression
2310015K22Rik	ENSMUSG00000101257	2310015K22Rik	Gene Expression
Gm37932	ENSMUSG00000103404	Gm37932	Gene Expression
Cul3	ENSMUSG00000004364	Cul3	Gene Expression
Gm37902	ENSMUSG00000103076	Gm37902	Gene Expression
Gm37262	ENSMUSG00000103525	Gm37262	Gene Expression
Gm29125	ENSMUSG00000101722	Gm29125	Gene Expression
1700016L21Rik	ENSMUSG00000101483	1700016L21Rik	Gene Expression
Dock10	ENSMUSG00000038608	Dock10	Gene Expression
Gm38062	ENSMUSG00000104488	Gm38062	Gene Expression
Nyap2	ENSMUSG00000054976	Nyap2	Gene Expression
Gm7516	ENSMUSG00000100561	Gm7516	Gene Expression
Irs1	ENSMUSG00000055980	Irs1	Gene Expression
Rhbdd1	ENSMUSG00000026142	Rhbdd1	Gene Expression
Gm19552	ENSMUSG00000104493	Gm19552	Gene Expression
Col4a4	ENSMUSG00000067158	Col4a4	Gene Expression
Col4a3	ENSMUSG00000079465	Col4a3	Gene Expression
C430014B12Rik	ENSMUSG00000097564	C430014B12Rik	Gene Expression
Mff	ENSMUSG00000026150	Mff	Gene Expression
Gm28941	ENSMUSG00000101450	Gm28941	Gene Expression
Tm4sf20	ENSMUSG00000026149	Tm4sf20	Gene Expression
Gm36999	ENSMUSG00000102280	Gm36999	Gene Expression
Agfg1	ENSMUSG00000026159	Agfg1	Gene Expression
A030005L19Rik	ENSMUSG00000113880	A030005L19Rik	Gene Expression
A030014E15Rik	ENSMUSG00000113973	A030014E15Rik	Gene Expression
Gm7544	ENSMUSG00000113925	Gm7544	Gene Expression
Slc19a3	ENSMUSG00000038496	Slc19a3	Gene Expression
Krtap28-13	ENSMUSG00000101315	Krtap28-13	Gene Expression
Ccl20	ENSMUSG00000026166	Ccl20	Gene Expression
Daw1	ENSMUSG00000053161	Daw1	Gene Expression
Gm6244	ENSMUSG00000101896	Gm6244	Gene Expression
Sphkap	ENSMUSG00000026163	Sphkap	Gene Expression
Gm6374	ENSMUSG00000079140	Gm6374	Gene Expression
Gm37517	ENSMUSG00000104374	Gm37517	Gene Expression
4933436I20Rik	ENSMUSG00000100580	4933436I20Rik	Gene Expression
Pid1	ENSMUSG00000045658	Pid1	Gene Expression
Gm37058	ENSMUSG00000102750	Gm37058	Gene Expression
Dner	ENSMUSG00000036766	Dner	Gene Expression
Gm37959	ENSMUSG00000104396	Gm37959	Gene Expression
Trip12	ENSMUSG00000026219	Trip12	Gene Expression
Gm38374	ENSMUSG00000103505	Gm38374	Gene Expression
Gm37738	ENSMUSG00000104503	Gm37738	Gene Expression
Fbxo36	ENSMUSG00000073633	Fbxo36	Gene Expression
Slc16a14	ENSMUSG00000026220	Slc16a14	Gene Expression
Gm15433	ENSMUSG00000096802	Gm15433	Gene Expression
C130026I21Rik	ENSMUSG00000052477	C130026I21Rik	Gene Expression
Rpl19-ps1	ENSMUSG00000064281	Rpl19-ps1	Gene Expression
A530032D15Rik	ENSMUSG00000089844	A530032D15Rik	Gene Expression
A530040E14Rik	ENSMUSG00000072109	A530040E14Rik	Gene Expression
Gm2619	ENSMUSG00000091199	Gm2619	Gene Expression
Gm6264	ENSMUSG00000089716	Gm6264	Gene Expression
Gm7609	ENSMUSG00000079457	Gm7609	Gene Expression
Gm16028	ENSMUSG00000090252	Gm16028	Gene Expression
Gm16026	ENSMUSG00000079455	Gm16026	Gene Expression
Gm16025	ENSMUSG00000089652	Gm16025	Gene Expression
