,gene,chrom
2072,Arrb1,chr7
2074,Arrb2,chr11
2076,Arrdc1,chr2
2078,Arrdc3,chr13
2080,Arrdc4,chr7
2082,Arsb,chr13
2084,Arsg,chr11
2086,Arsi,chr18
2088,Arsj,chr3
2090,Art3,chr5
2092,Artn,chr4
2094,Arv1,chr8
2096,Arvcf,chr16
2098,Arxes1,chrX
2100,Arxes2,chrX
2102,As3mt,chr19
2104,Asah1,chr8
2106,Asap1,chr15
2108,Asap2,chr12
2110,Asap3,chr4
2112,Asb13,chr13
2114,Asb1,chr1
2116,Asb2,chr12
2118,Asb3,chr11
2120,Asb4,chr6
2122,Asb5,chr8
2124,Asb6,chr2
2126,Asb7,chr7
2128,Asb8,chr15
2130,Ascc1,chr10
2132,Ascc2,chr11
2134,Ascc3,chr10
2136,Ascl2,chr7
2138,Asf1a,chr10
2140,Asf1b,chr8
2142,Asgr1,chr11
2144,Ash1l,chr3
2146,Ash2l,chr8
2148,Asl,chr5
2150,Asna1,chr8
2152,Asns,chr6
2154,Asnsd1,chr1
2156,Aspa,chr11
2158,Asph,chr4
2160,Asphd2,chr5
2162,Aspm,chr1
2164,Aspn,chr13
2166,Asrgl1,chr19
2168,Aste1,chr9
2170,Asxl1,chr2
2172,Asxl2,chr12
2174,Atad1,chr19
2176,Atad2,chr15
2178,Atad2b,chr12
2180,Atad3a,chr4
2182,Atad5,chr11
2184,Atat1,chr17
2186,Ate1,chr7
2188,Atf1,chr15
2190,Atf2,chr2
2192,Atf3,chr1
2194,Atf4,chr15
2196,Atf5,chr7
2198,Atf6,chr1
2200,Atf6b,chr17
2202,Atf7,chr15
2204,Atf7ip2,chr16
2206,Atf7ip,chr6
2208,Atg10,chr13
2210,Atg12,chr18
2212,Atg13,chr2
2214,Atg14,chr14
2216,Atg16l1,chr1
2218,Atg16l2,chr7
2220,Atg2b,chr12
2222,Atg3,chr16
2224,Atg4a,chrX
2226,Atg4b,chr1
2228,Atg4c,chr4
2230,Atg4d,chr9
2232,Atg7,chr6
2234,Atg9a,chr1
2236,Atg9b,chr5
2238,Atic,chr1
2240,Atl1,chr12
2242,Atl2,chr17
2244,Atl3,chr19
2246,Atm,chr9
2248,Atmin,chr8
2250,Atn1,chr6
2252,Atoh8,chr6
2254,Atox1,chr11
2256,Atp10a,chr7
2258,Atp10d,chr5
2260,Atp11a,chr8
2262,Atp11b,chr3
2264,Atp11c,chrX
2266,Atp13a1,chr8
2268,Atp13a2,chr4
2270,Atp13a3,chr16
2272,Atp1a1,chr3
2274,Atp1b1,chr1
2276,Atp1b2,chr11
2278,Atp1b3,chr9
2280,Atp2a2,chr5
2282,Atp2b1,chr10
2284,Atp2b4,chr1
2286,Atp2c1,chr9
2288,Atp5a1,chr18
2290,Atp5b,chr10
2292,Atp5c1,chr2
2294,Atp5e,chr2
2296,Atp5f1,chr3
2298,Atp5g3,chr2
2300,Atp5j2,chr5
2302,Atp5l,chr9
2304,Atp5o,chr16
2306,Atp5s,chr12
2308,Atp5sl,chr7
2310,Atp6ap2,chrX
2312,Atp6v0a1,chr11
2314,Atp6v0a2,chr5
2316,Atp6v0a4,chr6
2318,Atp6v0b,chr4
2320,Atp6v0d1,chr8
2322,Atp6v0d2,chr4
2324,Atp6v0e2,chr6
2326,Atp6v0e,chr17
2328,Atp6v1a,chr16
2330,Atp6v1b2,chr8
2332,Atp6v1c1,chr15
2334,Atp6v1d,chr12
2336,Atp6v1e1,chr6
2338,Atp6v1f,chr6
2340,Atp6v1h,chr1
2342,Atp7a,chrX
2344,Atp8b1,chr18
2346,Atp8b2,chr3
2348,Atp8b4,chr2
2350,Atp9a,chr2
2352,Atp9b,chr18
2354,Atpaf2,chr11
2356,Atpif1,chr4
2358,Atr,chr9
2360,Atrip,chr9
2362,Atrn,chr2
2364,Atrnl1,chr19
2366,Atrx,chrX
2368,Atxn10,chr15
2370,Atxn1,chr13
2372,Atxn1l,chr8
2374,Atxn2,chr5
2376,Atxn2l,chr7
2378,Atxn3,chr12
2380,Atxn7,chr14
2382,Atxn7l1,chr12
2384,Atxn7l2,chr3
2386,Atxn7l3,chr11
2388,Atxn7l3b,chr10
2390,Auh,chr13
2392,Aup1,chr6
2394,Aurka,chr2
2396,Aurkaip1,chr4
2398,Aurkb,chr11
2400,Auts2,chr5
2402,Aven,chr2
2404,Avl9,chr6
2406,Avpi1,chr19
2408,Avpr1a,chr10
2410,Axin1,chr17
2412,Axin2,chr11
2414,Axl,chr7
2416,Azi2,chr9
2418,Azin1,chr15
2420,B130006D01Rik,chr11
2422,B230118H07Rik,chr2
2424,B230208H11Rik,chr10
2426,B230217C12Rik,chr11
2428,B230217O12Rik,chr19
2430,B230219D22Rik,chr13
2432,B230319C09Rik,chr6
2434,B2m,chr2
2436,B3galnt1,chr3
2438,B3galnt2,chr13
2440,B3galt1,chr2
2442,B3galt6,chr4
2444,B3gat2,chr1
2446,B3gat3,chr19
2448,B3gnt1,chr19
2450,B3gnt2,chr11
2452,B3gnt3,chr8
2454,B3gnt4,chr5
2456,B3gnt5,chr16
2458,B3gnt7,chr1
2460,B3gnt8,chr7
2462,B3gntl1,chr11
2464,B430010I23Rik,chr8
2466,B430212C06Rik,chr18
2468,B430319G15Rik,chr9
2470,B4galnt1,chr10
2472,B4galnt2,chr11
2474,B4galt1,chr4
2476,B4galt2,chr4
2478,B4galt5,chr2
2480,B4galt6,chr18
2482,B4galt7,chr13
2484,B630005N14Rik,chr6
2486,B630019K06Rik,chrX
2488,B930041F14Rik,chr4
2490,B9d1,chr11
2492,B9d2,chr7
2494,BC003331,chr1
2496,BC003965,chr17
2498,BC004004,chr17
2500,BC005537,chr13
2502,BC005561,chr5
2504,BC005624,chr2
2506,BC017158,chr7
2508,BC017643,chr11
2510,BC018242,chr9
2512,BC020402,chr10
2514,BC021767,chr3
2516,BC022687,chr12
2518,BC023829,chrX
2520,BC025920,chr10
2522,BC026585,chr1
2524,BC027231,chr16
2526,BC029214,chr2
2528,BC029722,chr2
2530,BC030307,chr10
2532,BC030336,chr7
2534,BC030867,chr11
2536,BC031181,chr18
2538,BC031361,chr16
2540,BC048403,chr10
2542,BC049762,chr11
2544,BC051019,chr7
2546,BC052040,chr2
2548,BC055324,chr1
2550,BC065397,chrX
2552,BC068157,chr8
2554,BC068281,chr12
2556,Baalc,chr15
2558,Bace1,chr9
2560,Bace2,chr16
2562,Bach1,chr16
2564,Bach2,chr4
2566,Bad,chr19
2568,Bag2,chr1
2570,Bag3,chr7
2572,Bag4,chr8
2574,Bag5,chr12
2576,Bag6,chr17
2578,Bahcc1,chr11
2580,Bahd1,chr2
2582,Baiap2,chr11
2584,Baiap2l1,chr5
2586,Bak1,chr17
2588,Bambi-ps1,chr2
2590,Bambi,chr18
2592,Banf1,chr19
2594,Banp,chr8
2596,Bap1,chr14
2598,Bard1,chr1
2600,Basp1,chr15
2602,Bax,chr7
2604,Baz1a,chr12
2606,Baz1b,chr5
2608,Baz2a,chr10
2610,Baz2b,chr2
2612,Bbc3,chr7
2614,Bbip1,chr19
2616,Bbs10,chr10
2618,Bbs12,chr3
2620,Bbs1,chr19
2622,Bbs2,chr8
2624,Bbs4,chr9
2626,Bbs5,chr2
2628,Bbs7,chr3
2630,Bbs9,chr9
2632,Bbx,chr16
2634,Bcam,chr7
2636,Bcan,chr3
2638,Bcap29,chr12
2640,Bcap31,chrX
2642,Bcar3,chr3
2644,Bcas2,chr3
2646,Bcas3,chr11
2648,Bcat1,chr6
2650,Bcat2,chr7
2652,Bccip,chr7
2654,Bcdin3d,chr15
2656,Bckdha,chr7
2658,Bckdhb,chr9
2660,Bckdk,chr7
2662,Bcl10,chr3
2664,Bcl2,chr1
2666,Bcl2l11,chr2
2668,Bcl2l12,chr7
2670,Bcl2l13,chr6
2672,Bcl2l15,chr3
2674,Bcl2l1,chr2
2676,Bcl3,chr7
2678,Bcl6,chr16
2680,Bcl6b,chr11
2682,Bcl7a,chr5
2684,Bcl7b,chr5
2686,Bcl7c,chr7
2688,Bcl9,chr3
2690,Bcl9l,chr9
2692,Bclaf1,chr10
2694,Bco2,chr9
2696,Bcor,chrX
2698,Bcorl1,chrX
2700,Bcr,chr10
2702,Bcs1l,chr1
2704,Bdh1,chr16
2706,Bdh2,chr3
2708,Bdkrb1,chr12
2710,Bdnf,chr2
2712,Bdp1,chr13
2714,Bean1,chr8
2716,Begain,chr12
2718,Bend3,chr10
2720,Bend4,chr5
2722,Bend6,chr1
2724,Bet1,chr6
2726,Bet1l,chr7
2728,Bfar,chr16
2730,Bfsp1,chr2
2732,Bgn,chrX
2734,Bhlhb9,chrX
2736,Bhlhe22,chr3
2738,Bhlhe40,chr6
2740,Bicc1,chr10
2742,Bicd1,chr6
2744,Bicd2,chr13
2746,Bid,chr6
2748,Bin1,chr18
2750,Bin3,chr14
2752,Birc2,chr9
2754,Birc3,chr9
2756,Birc5,chr11
2758,Birc6,chr17
2760,Bivm,chr1
2762,Blcap,chr2
2764,Blm,chr7
2766,Blmh,chr11
2768,Blnk,chr19
2770,Bloc1s3,chr7
2772,Blvra,chr2
2774,Blvrb,chr7
2776,Blzf1,chr1
2778,Bmf,chr2
2780,Bmi1,chr2
2782,Bmp1,chr14
2784,Bmp2k,chr5
2786,Bmp3,chr5
2788,Bmper,chr9
2790,Bmpr1a,chr14
2792,Bmpr1b,chr3
2794,Bmpr2,chr1
2796,Bms1,chr6
2798,Bmyc,chr2
2800,Bnc1,chr7
2802,Bnc2,chr4
2804,Bnip1,chr17
2806,Bnip3l,chr14
2808,Boc,chr16
2810,Bod1,chr11
2812,Bod1l,chr5
2814,Bok,chr1
2816,Bola1,chr3
2818,Bola3,chr6
2820,Bop1,chr15
2822,Bpgm,chr6
2824,Bphl,chr13
2826,Bpnt1,chr1
2828,Bptf,chr11
2830,Braf,chr6
2832,Brap,chr5
2834,Brca1,chr11
2836,Brca2,chr5
2838,Brcc3,chrX
2840,Brd1,chr15
2842,Brd2,chr17
2844,Brd3,chr2
2846,Brd4,chr17
2848,Brd7,chr8
2850,Brd8,chr18
2852,Brd9,chr13
2854,Brdt,chr5
2856,Bre,chr5
2858,Brf1,chr12
2860,Brf2,chr8
2862,Bri3bp,chr5
2864,Brip1,chr11
2866,Brix1,chr15
2868,Brms1l,chr12
2870,Brpf1,chr6
2872,Brpf3,chr17
2874,Brwd1,chr16
2876,Brwd3,chrX
2878,Bscl2,chr19
2880,Bsdc1,chr4
2882,Bsg,chr10
2884,Bst2,chr8
2886,Btaf1,chr19
2888,Btbd10,chr7
2890,Btbd11,chr10
2892,Btbd19,chr4
2894,Btbd1,chr7
2896,Btbd2,chr10
2898,Btbd3,chr2
2900,Btbd6,chr12
2902,Btbd7,chr12
2904,Btbd9,chr17
2906,Btd,chr14
2908,Btf3,chr13
2910,Btf3l4,chr4
2912,Btg1,chr10
2914,Btg2,chr1
2916,Btrc,chr19
2918,Bub1,chr2
2920,Bub1b,chr2
2922,Bub3,chr7
2924,Bud13,chr9
2926,Bud31,chr5
2928,Bves,chr10
2930,Bysl,chr17
2932,Bzw1,chr1
2934,Bzw2,chr12
2936,C030034I22Rik,chr17
2938,C030039L03Rik,chr7
2940,C030046E11Rik,chr19
2942,C130036L24Rik,chr1
2944,C130074G19Rik,chr1
2946,C1d,chr11
2948,C1galt1,chr6
2950,C1qbp,chr11
2952,C1ql1,chr11
2954,C1ql3,chr2
2956,C1qtnf1,chr11
2958,C1qtnf2,chr11
2960,C1qtnf3,chr15
2962,C1qtnf6,chr15
2964,C1qtnf7,chr5
2966,C1ra,chr6
2968,C1rl,chr6
2970,C230052I12Rik,chr7
2972,C230091D08Rik,chr7
2974,C2,chr17
2976,C2cd2,chr16
2978,C2cd3,chr7
2980,C330018D20Rik,chr18
2982,C330027C09Rik,chr16
2984,C3,chr17
2986,C3ar1,chr6
2988,C430049B03Rik,chrX
2990,C4b,chr17
2992,C530008M17Rik,chr5
2994,C5ar1,chr7
2996,C630043F03Rik,chr4
2998,C77080,chr4
3000,C78339,chr13
3002,C87436,chr6
3004,C8g,chr2
3006,C920006O11Rik,chr9
3008,Cab39,chr1
3010,Cab39l,chr14
3012,Cabin1,chr10
3014,Cables1,chr18
3016,Cables2,chr2
3018,Cabyr,chr18
3020,Cachd1,chr4
3022,Cacna1a,chr8
3024,Cacna1b,chr2
3026,Cacna1c,chr6
3028,Cacna1g,chr11
3030,Cacna2d1,chr5
3032,Cacnb1,chr11
3034,Cacnb3,chr15
3036,Cacnb4,chr2
3038,Cacybp,chr1
3040,Cad,chr5
3042,Cadm1,chr9
3044,Cadm4,chr7
3046,Cage1,chr13
3048,Calcoco1,chr15
3050,Cald1,chr6
3052,Calhm2,chr19
3054,Calm1,chr12
3056,Calm3,chr7
3058,Calml4,chr9
3060,Calr,chr8
3062,Calu,chr6
3064,Camk1d,chr2
3066,Camk2a,chr18
3068,Camk2d,chr3
3070,Camk2g,chr14
3072,Camk2n2,chr16
3074,Camk4,chr18
3076,Camkk2,chr5
3078,Caml,chr13
3080,Camp,chr9
3082,Camsap1,chr2
3084,Camta1,chr4
3086,Camta2,chr11
3088,Cand1,chr10
3090,Cand2,chr6
3092,Cant1,chr11
3094,Canx,chr11
3096,Cap1,chr4
3098,Cap2,chr13
3100,Capg,chr6
3102,Capn10,chr1
3104,Capn1,chr19
3106,Capn2,chr1
3108,Capn5,chr7
3110,Capn7,chr14
3112,Capns1,chr7
3114,Caprin1,chr2
3116,Caprin2,chr6
3118,Capza1,chr3
3120,Capza2,chr6
3122,Car11,chr7
3124,Car12,chr9
3126,Car13,chr3
3128,Car2,chr3
3130,Car3,chr3
3132,Car5b,chrX
3134,Car6,chr4
3136,Car7,chr8
3138,Car8,chr4
3140,Car9,chr4
3142,Card10,chr15
3144,Card6,chr15
3146,Carf,chr1
3148,Carhsp1,chr16
3150,Carkd,chr8
3152,Carm1,chr9
3154,Carns1,chr19
3156,Cars2,chr8
3158,Cars,chr7
3160,Casc3,chr11
3162,Casc4,chr2
3164,Casc5,chr2
3166,Casd1,chr6
3168,Cask,chrX
3170,Caskin2,chr11
3172,Casp12,chr9
3174,Casp1,chr9
3176,Casp2,chr6
3178,Casp3,chr8
3180,Casp4,chr9
3182,Casp6,chr3
3184,Casp7,chr19
3186,Casp8,chr1
3188,Casp8ap2,chr4
3190,Casp9,chr4
3192,Casq1,chr1
3194,Casq2,chr3
3196,Cast,chr13
3198,Cat,chr2
3200,Catsper2,chr2
3202,Catsperg1,chr7
3204,Cav1,chr6
3206,Cav2,chr6
3208,Cbfa2t2,chr2
3210,Cbfb,chr8
3212,Cbl,chr9
3214,Cblb,chr16
3216,Cbll1,chr12
3218,Cbr1,chr16
3220,Cbr3,chr16
3222,Cbr4,chr8
3224,Cbs,chr17
3226,Cbwd1,chr19
3228,Cbx1,chr11
3230,Cbx2,chr11
3232,Cbx4,chr11
3234,Cbx5,chr15
3236,Cbx6,chr15
3238,Cbx7,chr15
3240,Cbx8,chr11
3242,Cby1,chr15
3244,Cc2d1a,chr8
3246,Cc2d1b,chr4
3248,Cc2d2a,chr5
3250,Ccar1,chr10
3252,Ccbe1,chr18
3254,Ccbl1,chr2
3256,Ccbl2,chr3
3258,Ccdc102a,chr8
3260,Ccdc103,chr11
3262,Ccdc104,chr11
3264,Ccdc106,chr7
3266,Ccdc107,chr4
3268,Ccdc109b,chr3
3270,Ccdc112,chr18
3272,Ccdc114,chr7
3274,Ccdc115,chr1
3276,Ccdc116,chr16
3278,Ccdc117,chr11
3280,Ccdc122,chr14
3282,Ccdc125,chr13
3284,Ccdc126,chr6
3286,Ccdc127,chr13
3288,Ccdc12,chr9
3290,Ccdc130,chr8
3292,Ccdc132,chr6
3294,Ccdc134,chr15
3296,Ccdc136,chr6
3298,Ccdc137,chr11
3300,Ccdc138,chr10
3302,Ccdc141,chr2
3304,Ccdc142,chr6
3306,Ccdc14,chr16
3308,Ccdc151,chr9
3310,Ccdc155,chr7
3312,Ccdc157,chr11
3314,Ccdc159,chr9
3316,Ccdc163,chr4
3318,Ccdc17,chr4
3320,Ccdc18,chr5
3322,Ccdc22,chrX
3324,Ccdc23,chr4
3326,Ccdc24,chr4
3328,Ccdc25,chr14
3330,Ccdc28a,chr10
3332,Ccdc28b,chr4
3334,Ccdc30,chr4
3336,Ccdc32,chr2
3338,Ccdc34,chr2
3340,Ccdc39,chr3
3342,Ccdc3,chr2
3344,Ccdc40,chr11
3346,Ccdc43,chr11
3348,Ccdc47,chr11
3350,Ccdc50,chr16
3352,Ccdc51,chr9
3354,Ccdc53,chr10
3356,Ccdc55,chr11
3358,Ccdc57,chr11
3360,Ccdc59,chr10
3362,Ccdc61,chr7
3364,Ccdc62,chr5
3366,Ccdc64,chr5
3368,Ccdc65,chr15
3370,Ccdc66,chr14
3372,Ccdc68,chr18
3374,Ccdc6,chr10
3376,Ccdc71,chr9
3378,Ccdc73,chr2
3380,Ccdc74a,chr16
3382,Ccdc77,chr6
3384,Ccdc80,chr16
3386,Ccdc84,chr9
3388,Ccdc85b,chr19
3390,Ccdc86,chr19
3392,Ccdc88a,chr11
3394,Ccdc88b,chr19
3396,Ccdc8,chr7
3398,Ccdc90b,chr7
3400,Ccdc91,chr6
3402,Ccdc92,chr5
3404,Ccdc93,chr1
3406,Ccdc94,chr17
3408,Ccdc97,chr7
3410,Ccdc9,chr7
3412,Cchcr1,chr17
3414,Cck,chr9
3416,Ccl11,chr11
3418,Ccl17,chr8
3420,Ccl20,chr1
3422,Ccl25,chr8
3424,Ccl2,chr11
3426,Ccl7,chr11
3428,Ccl8,chr11
3430,Ccl9,chr11
3432,Ccm2,chr11
3434,Ccna2,chr3
3436,Ccnb1,chr13
3438,Ccnb2,chr9
3440,Ccnc,chr4
3442,Ccnd1,chr7
3444,Ccnd2,chr6
3446,Ccnd3,chr17
3448,Ccndbp1,chr2
3450,Ccne1,chr7
3452,Ccne2,chr4
3454,Ccng1,chr11
3456,Ccng2,chr5
3458,Ccnh,chr13
3460,Ccni,chr5
3462,Ccnj,chr19
3464,Ccnk,chr12
3466,Ccnl1,chr3
3468,Ccnl2,chr4
3470,Ccno,chr13
3472,Ccnt1,chr15
3474,Ccnt2,chr1
3476,Ccny,chr18
3478,Ccnyl1,chr1
3480,Ccpg1,chr9
3482,Ccrl2,chr9
3484,Ccrn4l,chr3
3486,Ccs,chr19
3488,Cct2,chr10
3490,Cct4,chr11
3492,Cct5,chr15
3494,Cct6a,chr5
3496,Cct8,chr16
3498,Ccz1,chr5
3500,Cd109,chr9
3502,Cd14,chr18
3504,Cd164,chr10
3506,Cd1d1,chr3
3508,Cd200r1,chr16
3510,Cd207,chr6
3512,Cd247,chr1
3514,Cd248,chr19
3516,Cd24a,chr10
3518,Cd274,chr19
3520,Cd276,chr9
3522,Cd2ap,chr17
3524,Cd2bp2,chr7
3526,Cd302,chr2
3528,Cd320,chr17
3530,Cd34,chr1
3532,Cd38,chr5
3534,Cd3eap,chr7
3536,Cd40,chr2
3538,Cd44,chr2
3540,Cd46,chr1
3542,Cd47,chr16
3544,Cd55,chr1
3546,Cd59a,chr2
3548,Cd72,chr4
3550,Cd74,chr18
3552,Cd81,chr7
3554,Cd82,chr2
3556,Cd93,chr2
3558,Cd97,chr8
3560,Cd99l2,chrX
3562,Cd9,chr6
3564,Cdadc1,chr14
3566,Cdan1,chr2
3568,Cdc123,chr2
3570,Cdc14a,chr3
3572,Cdc14b,chr13
3574,Cdc16,chr8
3576,Cdc20,chr4
3578,Cdc23,chr18
3580,Cdc25a,chr9
3582,Cdc25b,chr2
3584,Cdc25c,chr18
3586,Cdc26,chr4
3588,Cdc27,chr11
3590,Cdc34,chr10
3592,Cdc37,chr9
3594,Cdc37l1,chr19
3596,Cdc40,chr10
3598,Cdc42,chr4
3600,Cdc42bpa,chr1
3602,Cdc42bpb,chr12
3604,Cdc42ep1,chr15
3606,Cdc42ep2,chr19
3608,Cdc42ep3,chr17
3610,Cdc42ep4,chr11
3612,Cdc42ep5,chr7
3614,Cdc42se1,chr3
3616,Cdc42se2,chr11
3618,Cdc45,chr16
3620,Cdc5l,chr17
3622,Cdc6,chr11
3624,Cdc73,chr1
3626,Cdc7,chr5
3628,Cdca2,chr14
3630,Cdca4,chr12
3632,Cdca5,chr19
3634,Cdca7,chr2
3636,Cdca7l,chr12
3638,Cdca8,chr4
3640,Cdh11,chr8
3642,Cdh13,chr8
3644,Cdh15,chr8
3646,Cdh17,chr4
3648,Cdh18,chr15
3650,Cdh22,chr2
3652,Cdh23,chr10
3654,Cdh24,chr14
3656,Cdh2,chr18
3658,Cdh3,chr8
3660,Cdh6,chr15
3662,Cdipt,chr7
3664,Cdk10,chr8
3666,Cdk11b,chr4
3668,Cdk12,chr11
3670,Cdk13,chr13
3672,Cdk14,chr5
3674,Cdk15,chr1
3676,Cdk16,chrX
3678,Cdk17,chr10
3680,Cdk18,chr1
3682,Cdk19,chr10
3684,Cdk1,chr10
3686,Cdk20,chr13
3688,Cdk2,chr10
3690,Cdk2ap2,chr19
3692,Cdk3-ps,chr11
3694,Cdk4,chr10
3696,Cdk5,chr5
3698,Cdk5rap1,chr2
3700,Cdk5rap2,chr4
3702,Cdk5rap3,chr11
3704,Cdk6,chr5
3706,Cdk7,chr13
3708,Cdkal1,chr13
3710,Cdkl1,chr12
3712,Cdkl2,chr5
3714,Cdkl3,chr11
3716,Cdkn1a,chr17
3718,Cdkn1b,chr6
3720,Cdkn1c,chr7
3722,Cdkn2a,chr4
3724,Cdkn2aip,chr8
3726,Cdkn2aipnl,chr11
3728,Cdkn2b,chr4
3730,Cdkn3,chr14
3732,Cdo1,chr18
3734,Cdon,chr9
3736,Cdr2,chr7
3738,Cdr2l,chr11
3740,Cds1,chr5
3742,Cds2,chr2
3744,Cdsn,chr17
3746,Cdt1,chr8
3748,Cdv3,chr9
3750,Cdyl2,chr8
3752,Cdyl,chr13
3754,Ceacam1,chr7
3756,Cebpb,chr2
3758,Cebpd,chr16
3760,Cebpg,chr7
3762,Cebpz,chr17
3764,Cecr5,chr6
3766,Cela1,chr15
3768,Celf2,chr2
3770,Celf4,chr18
3772,Celf5,chr10
3774,Celsr2,chr3
3776,Celsr3,chr9
3778,Cenpa,chr5
3780,Cenpb,chr2
3782,Cenpc1,chr5
3784,Cenpe,chr3
3786,Cenpf,chr1
3788,Cenph,chr13
3790,Cenpi,chrX
3792,Cenpj,chr14
3794,Cenpk,chr13
3796,Cenpl,chr1
3798,Cenpm,chr15
3800,Cenpn,chr8
3802,Cenpo,chr12
3804,Cenpp,chr13
3806,Cenpq,chr17
3808,Cenpt,chr8
3810,Cenpw,chr10
3812,Cep120,chr18
3814,Cep135,chr5
3816,Cep152,chr2
3818,Cep164,chr9
3820,Cep170,chr1
3822,Cep192,chr18
3824,Cep250,chr2
3826,Cep290,chr10
3828,Cep350,chr1
3830,Cep55,chr19
3832,Cep57,chr9
3834,Cep57l1,chr10
3836,Cep68,chr11
3838,Cep70,chr9
3840,Cep72,chr13
3842,Cep76,chr18
3844,Cep78,chr19
3846,Cep97,chr16
3848,Cept1,chr3
3850,Cercam,chr2
3852,Cerk,chr15
3854,Ces2e,chr8
3856,Ces2g,chr8
3858,Cetn2,chrX
3860,Cetn3,chr13
3862,Cetn4,chr3
3864,Cfdp1,chr8
3866,Cfi,chr3
3868,Cfl2,chr12
3870,Cflar,chr1
3872,Cfp,chrX
3874,Cggbp1,chr16
3876,Cgn,chr3
3878,Cgnl1,chr9
3880,Cgref1,chr5
3882,Cgrrf1,chr14
3884,Ch25h,chr19
3886,Chac1,chr2
3888,Chac2,chr11
3890,Chadl,chr15
3892,Chaf1a,chr17
3894,Chaf1b,chr16
3896,Chchd10,chr10
3898,Chchd1,chr14
3900,Chchd2,chr5
3902,Chchd3,chr6
3904,Chchd4,chr6
3906,Chchd5,chr2
3908,Chchd6,chr6
3910,Chchd7,chr4
3912,Chd1,chr17
3914,Chd1l,chr3
3916,Chd2,chr7
3918,Chd3,chr11
3920,Chd4,chr6
3922,Chd5,chr4
3924,Chd6,chr2
3926,Chd7,chr4
3928,Chd8,chr14
3930,Chd9,chr8
3932,Chek1,chr9
3934,Chek2,chr5
3936,Cherp,chr8
3938,Chfr,chr5
3940,Chic1,chrX
3942,Chic2,chr5
3944,Chid1,chr7
3946,Chka,chr19
3948,Chkb,chr15
3950,Chm,chrX
3952,Chml,chr1
3954,Chmp1a,chr8
3956,Chmp1b,chr18
3958,Chmp2b,chr16
3960,Chmp4b,chr2
3962,Chmp4c,chr3
3964,Chmp5,chr4
3966,Chmp6,chr11
3968,Chmp7,chr14
3970,Chn1,chr2
3972,Chordc1,chr9
3974,Chpf2,chr5
3976,Chpf,chr1
3978,Chpt1,chr10
3980,Chrac1,chr15
3982,Chrd,chr16
3984,Chrdl1,chrX
3986,Chrnb1,chr11
3988,Chst10,chr1
3990,Chst11,chr10
3992,Chst12,chr5
3994,Chst14,chr2
3996,Chst15,chr7
3998,Chst1,chr2
4000,Chst2,chr9
4002,Chst7,chrX
4004,Chsy1,chr7
4006,Chsy3,chr18
4008,Chtf18,chr17
4010,Chtf8,chr8
4012,Chuk,chr19
4014,Churc1,chr12
4016,Ciao1,chr2
4018,Ciapin1,chr8
4020,Cib1,chr7
4022,Cib2,chr9
4024,Cic,chr7
4026,Cilp,chr9
4028,Cinp,chr12
4030,Cir1,chr2
4032,Cirh1a,chr8
4034,Cisd2,chr3
4036,Cisd3,chr11
4038,Cit,chr5
4040,Cited2,chr10
4042,Ciz1,chr2
4044,Ckap2,chr8
4046,Ckap2l,chr2
4048,Ckap4,chr10
4050,Ckap5,chr2
4052,Ckb,chr12
4054,Cklf,chr8
4056,Cks2,chr13
4058,Clasp1,chr1
4060,Clasp2,chr9
4062,Clasrp,chr7
4064,Clca1,chr3
4066,Clcc1,chr3
4068,Clcf1,chr19
4070,Clcn2,chr16
4072,Clcn3,chr8
4074,Clcn4-2,chr7
4076,Clcn5,chrX
4078,Clcn6,chr4
4080,Clcn7,chr17
4082,Cldn12,chr5
4084,Cldn15,chr5
4086,Cldn20,chr17
4088,Cldnd2,chr7
4090,Clec11a,chr7
4092,Clec14a,chr12
4094,Clec16a,chr16
4096,Clec1a,chr6
4098,Clec2d,chr6
4100,Clec2l,chr6
4102,Clec3b,chr9
4104,Clec4a1,chr6
4106,Clec4e,chr6
4108,Clic1,chr17
4110,Clic4,chr4
4112,Clint1,chr11
4114,Clip1,chr5
4116,Clip2,chr5
4118,Clip3,chr7
4120,Clip4,chr17
4122,Clk1,chr1
4124,Clk2,chr3
4126,Clk3,chr9
4128,Clk4,chr11
4130,Clmn,chr12
4132,Cln3,chr7
4134,Cln5,chr14
4136,Cln6,chr9
4138,Cln8,chr8
4140,Clns1a,chr7
4142,Clock,chr5
4144,Clp1,chr2
4146,Clpb,chr7
4148,Clpp,chr17
4150,Clptm1,chr7
4152,Clptm1l,chr13
4154,Clpx,chr9
4156,Clspn,chr4
4158,Clstn1,chr4
4160,Clta,chr4
4162,Cltb,chr13
4164,Cltc,chr11
4166,Clu,chr14
4168,Cluap1,chr16
4170,Clvs1,chr4
4172,Clybl,chr14
4174,Cmah,chr13
4176,Cmas,chr6
4178,Cmbl,chr15
4180,Cmc1,chr9
4182,Cmpk1,chr4
4184,Cmpk2,chr12
4186,Cmtm3,chr8
4188,Cmtm4,chr8
4190,Cmtm5,chr14
4192,Cmtm6,chr9
4194,Cmtm7,chr9
4196,Cmtm8,chr9
4198,Cnbp,chr6
4200,Cndp2,chr18
4202,Cnih2,chr19
4204,Cnih4,chr1
4206,Cnksr3,chr10
4208,Cnn1,chr9
4210,Cnn2,chr10
4212,Cnn3,chr3
4214,Cnnm2,chr19
4216,Cnnm3,chr1
4218,Cnnm4,chr1
4220,Cnot10,chr9
4222,Cnot1,chr8
